"ID","NVNUMERO","NVESTADO","FECHA_NV","FECHA_ENTREGA","CONCAUTO","CODPROD","NVCANT","CANT_FACT","DIF_FACT","NVPRECIO","DETPROD","NOMAUX","CODPROC","PROCESO","DESCPROC","TIEMPO","CANTPROD"
130,13618,A,"2025-03-07","2025-03-27",N,REL0950001839.509B,5000,0,5000,646.00,RELLENO 95C18 39.5 09B CELDA 287,COMERCIAL IGAL LTDA. ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
131,13618,A,"2025-03-07","2025-03-27",N,REL0950001839.509B,5000,0,5000,646.00,RELLENO 95C18 39.5 09B CELDA 287,COMERCIAL IGAL LTDA. ,P082,ENCOLADO,PROCESO DE ENCOLADO 18,5,6400
132,13619,A,"2025-03-10","2025-03-28",N,REL1200002537.509B,3000,0,3000,1089.00,RELLENO 120C25 37.5 09B CELDA 274.,INDUSTRIA ENCHAPADORA DE PANELES LTDA. ,P007,OTRO,PROCESO AMARRADO,10,3250
133,13619,A,"2025-03-10","2025-03-28",N,REL1200002537.509B,3000,0,3000,1089.00,RELLENO 120C25 37.5 09B CELDA 274.,INDUSTRIA ENCHAPADORA DE PANELES LTDA. ,P008,ENCOLADO,PROCESO DE ENCOLADO 25,6,5400
134,13619,A,"2025-03-10","2025-03-28",N,REL1200002537.509B,3000,0,3000,1089.00,RELLENO 120C25 37.5 09B CELDA 274.,INDUSTRIA ENCHAPADORA DE PANELES LTDA. ,P011,MULTIPLE,PROCESO MULTIPLE ,10,3250
135,13619,A,"2025-03-10","2025-03-28",N,REL1200002537.509B,3000,0,3000,1089.00,RELLENO 120C25 37.5 09B CELDA 274.,INDUSTRIA ENCHAPADORA DE PANELES LTDA. ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
136,13620,A,"2025-03-10","2025-03-28",N,CAJ055004000200C20,200,0,200,2245.00,CAJA 550*400*200 C20 NO.,HERNANDEZ Y ORREGO COMPUTACION LTDA ,P001,PLIZADO,PROCESO DE PLIZADO NORMAL ,30,1100
137,13620,A,"2025-03-10","2025-03-28",N,CAJ055004000200C20,200,0,200,2245.00,CAJA 550*400*200 C20 NO.,HERNANDEZ Y ORREGO COMPUTACION LTDA ,P003,CALADO,PROCESO CALADO NORMAL,30,1080
138,13620,A,"2025-03-10","2025-03-28",N,CAJ055004000200C20,200,0,200,2245.00,CAJA 550*400*200 C20 NO.,HERNANDEZ Y ORREGO COMPUTACION LTDA ,P006,PEGADO,PROCESO PEGADO NORMAL,60,540
139,13620,A,"2025-03-10","2025-03-28",N,CAJ055004000200C20,200,0,200,2245.00,CAJA 550*400*200 C20 NO.,HERNANDEZ Y ORREGO COMPUTACION LTDA ,P018,TROZADO,PROCESO DE TROZADO,45,750
140,13620,A,"2025-03-10","2025-03-28",N,CAJ055004000200C20,200,0,200,2245.00,CAJA 550*400*200 C20 NO.,HERNANDEZ Y ORREGO COMPUTACION LTDA ,P021,OTRO,PROCESO EMBALADO CAJAS,20,1620
141,13620,A,"2025-03-10","2025-03-28",N,CAJ055004000200C20,200,0,200,2245.00,CAJA 550*400*200 C20 NO.,HERNANDEZ Y ORREGO COMPUTACION LTDA ,P028,IMPRESION,PROCESO DE IMPRESION 2,120,300
142,13621,A,"2025-03-10","2025-04-04",N,REL0950002137.709B,4000,0,4000,795.00,RELLENO 95C21 37.7 09B CELDA 287,INNOVADOORS SPA ,P007,OTRO,PROCESO AMARRADO,10,3250
143,13621,A,"2025-03-10","2025-04-04",N,REL0950002137.709B,4000,0,4000,795.00,RELLENO 95C21 37.7 09B CELDA 287,INNOVADOORS SPA ,P009,ENCOLADO,PROCESO DE ENCOLADO 21,6,5400
144,13621,A,"2025-03-10","2025-04-04",N,REL0950002137.709B,4000,0,4000,795.00,RELLENO 95C21 37.7 09B CELDA 287,INNOVADOORS SPA ,P011,MULTIPLE,PROCESO MULTIPLE ,10,3250
145,13621,A,"2025-03-10","2025-04-04",N,REL0950002137.709B,4000,0,4000,795.00,RELLENO 95C21 37.7 09B CELDA 287,INNOVADOORS SPA ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
146,13623,A,"2025-03-14","2025-03-14",N,CAJ195005000720C20,4,0,4,12689.00,CAJA 1950*500*720 C20 TR.,ROSSELOT Y FIGUERIOA LTDA ,P004,CALADO,PROCESO CALADO BIPARTIDAS,46,710
147,13623,A,"2025-03-14","2025-03-14",N,CAJ195005000720C20,4,0,4,12689.00,CAJA 1950*500*720 C20 TR.,ROSSELOT Y FIGUERIOA LTDA ,P005,PEGADO,PROCESO PEGADO BIPARTIDO,92,360
148,13623,A,"2025-03-14","2025-03-14",N,CAJ195005000720C20,4,0,4,12689.00,CAJA 1950*500*720 C20 TR.,ROSSELOT Y FIGUERIOA LTDA ,P018,TROZADO,PROCESO DE TROZADO,45,750
149,13623,A,"2025-03-14","2025-03-14",N,CAJ195005000720C20,4,0,4,12689.00,CAJA 1950*500*720 C20 TR.,ROSSELOT Y FIGUERIOA LTDA ,P021,OTRO,PROCESO EMBALADO CAJAS,20,1620
150,13623,A,"2025-03-14","2025-03-14",N,CAJ195005000720C20,4,0,4,12689.00,CAJA 1950*500*720 C20 TR.,ROSSELOT Y FIGUERIOA LTDA ,P058,PLIZADO,PROCESO DE PLIZADO BIPARTIDA,60,550
151,13623,A,"2025-03-14","2025-03-14",N,CAJ060006000600C20,2,0,2,4217.00,CAJA 600*600*600 C20 NO,ROSSELOT Y FIGUERIOA LTDA ,P001,PLIZADO,PROCESO DE PLIZADO NORMAL ,30,1100
152,13623,A,"2025-03-14","2025-03-14",N,CAJ060006000600C20,2,0,2,4217.00,CAJA 600*600*600 C20 NO,ROSSELOT Y FIGUERIOA LTDA ,P003,CALADO,PROCESO CALADO NORMAL,30,1080
153,13623,A,"2025-03-14","2025-03-14",N,CAJ060006000600C20,2,0,2,4217.00,CAJA 600*600*600 C20 NO,ROSSELOT Y FIGUERIOA LTDA ,P006,PEGADO,PROCESO PEGADO NORMAL,60,540
154,13623,A,"2025-03-14","2025-03-14",N,CAJ060006000600C20,2,0,2,4217.00,CAJA 600*600*600 C20 NO,ROSSELOT Y FIGUERIOA LTDA ,P095,TROZADO,PROCESO TROZADO MEDIANO,25,50000
155,13627,A,"2025-03-14","2025-04-02",N,CAJ209508950175C20,20,0,20,4022.00,TAPA 2095*895*175 C20 FO,MIMET S.A. ,P001,PLIZADO,PROCESO DE PLIZADO NORMAL ,30,1100
156,13627,A,"2025-03-14","2025-04-02",N,CAJ209508950175C20,20,0,20,4022.00,TAPA 2095*895*175 C20 FO,MIMET S.A. ,P003,CALADO,PROCESO CALADO NORMAL,30,1080
157,13627,A,"2025-03-14","2025-04-02",N,CAJ209508950175C20,20,0,20,4022.00,TAPA 2095*895*175 C20 FO,MIMET S.A. ,P018,TROZADO,PROCESO DE TROZADO,45,750
158,13627,A,"2025-03-14","2025-04-02",N,CAJ209508950175C20,20,0,20,4022.00,TAPA 2095*895*175 C20 FO,MIMET S.A. ,P021,OTRO,PROCESO EMBALADO CAJAS,20,1620
159,13628,A,"2025-03-14","2025-04-04",N,REL11000020003809B,2000,0,2000,809.00,RELLENO 110C20 A 38.0 09B CELDA 291,INVERSIONES Y ASESORIAS R SPA ,P011,MULTIPLE,PROCESO MULTIPLE ,10,3250
160,13628,A,"2025-03-14","2025-04-04",N,REL11000020003809B,2000,0,2000,809.00,RELLENO 110C20 A 38.0 09B CELDA 291,INVERSIONES Y ASESORIAS R SPA ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
161,13628,A,"2025-03-14","2025-04-04",N,REL11000020003809B,2000,0,2000,809.00,RELLENO 110C20 A 38.0 09B CELDA 291,INVERSIONES Y ASESORIAS R SPA ,P024,OTRO,PROCESO DE PRENSADO,60,1520
162,13628,A,"2025-03-14","2025-04-04",N,REL11000020003809B,2000,0,2000,809.00,RELLENO 110C20 A 38.0 09B CELDA 291,INVERSIONES Y ASESORIAS R SPA ,P070,ENCOLADO,PROCESO DE ENCOLADO 20,6,5400
163,13629,A,"2025-03-14","2025-03-28",N,EMP104008500910D94,14,0,14,19539.00,BIN 740*550*300*910 D94 O2 RECTOCTO EXT.,AYELEN SEED SPA ,P016,EMPLACADO,PROCESO DE EMPLACADO E2,87,380
164,13629,A,"2025-03-14","2025-03-28",N,EMP104008500910D94,14,0,14,19539.00,BIN 740*550*300*910 D94 O2 RECTOCTO EXT.,AYELEN SEED SPA ,P018,TROZADO,PROCESO DE TROZADO,45,750
165,13629,A,"2025-03-14","2025-03-28",N,EMP104008500910D94,14,0,14,19539.00,BIN 740*550*300*910 D94 O2 RECTOCTO EXT.,AYELEN SEED SPA ,P019,OTRO,PROCESO DE DIMENSIONADO CHICO,10,3250
166,13629,A,"2025-03-14","2025-03-28",N,EMP104008500910D94,14,0,14,19539.00,BIN 740*550*300*910 D94 O2 RECTOCTO EXT.,AYELEN SEED SPA ,P020,OTRO,PROCESO EMBALADO BIN,30,1080
167,13629,A,"2025-03-14","2025-03-28",N,EMP104008500910D94,14,0,14,19539.00,BIN 740*550*300*910 D94 O2 RECTOCTO EXT.,AYELEN SEED SPA ,P024,OTRO,PROCESO DE PRENSADO,60,1520
168,13629,A,"2025-03-14","2025-03-28",N,EMP104008500910D94,14,0,14,19539.00,BIN 740*550*300*910 D94 O2 RECTOCTO EXT.,AYELEN SEED SPA ,P025,OTRO,PROCESO DE DOBLADO,90,360
169,13629,A,"2025-03-14","2025-03-28",N,EMP104008500910D94,14,0,14,19539.00,BIN 740*550*300*910 D94 O2 RECTOCTO EXT.,AYELEN SEED SPA ,P027,PEGADO,PROCESO DE PEGADO BIN,45,720
170,13629,A,"2025-03-14","2025-03-28",N,EMP104008500910D94,14,0,14,19539.00,BIN 740*550*300*910 D94 O2 RECTOCTO EXT.,AYELEN SEED SPA ,P028,IMPRESION,PROCESO DE IMPRESION 2,120,300
171,13629,A,"2025-03-14","2025-03-28",N,EMP104008500910D94,14,0,14,19539.00,BIN 740*550*300*910 D94 O2 RECTOCTO EXT.,AYELEN SEED SPA ,P074,OTRO,PROCESO DE ENCINTADO,144,230
172,13629,A,"2025-03-14","2025-03-28",N,TRO145011200151C30,14,0,14,3843.00,FONDO 720*515*290*150 C30 TRO RECTOCTO,AYELEN SEED SPA ,P023,TROQUELADO,PROCESO TROQUELADO GRANDE,39,830
173,13629,A,"2025-03-14","2025-03-28",N,TRO145011200151C30,14,0,14,3843.00,FONDO 720*515*290*150 C30 TRO RECTOCTO,AYELEN SEED SPA ,P033,TROQUELADO,PROCESO EMBALADO TROQUELADO,3,10800
174,13629,A,"2025-03-14","2025-03-28",N,TRO145011200151C30,14,0,14,3843.00,FONDO 720*515*290*150 C30 TRO RECTOCTO,AYELEN SEED SPA ,P054,OTRO,PROCESO DE AJUSTE 500,1,1
175,13629,A,"2025-03-14","2025-03-28",N,TER023002300100TUB,14,0,14,2620.00,BOLSA 230*230*100 POLIETILENO,AYELEN SEED SPA ,P083,OTRO,PROCESO EMBALADO PRODUCTO TERMINADO,10,3300
176,13631,A,"2025-03-17","2025-04-11",N,REL1100002532.509B,300,0,300,1010.00,RELLENO 110C25 32.5 09B CELDA 249,IMPORTADORA LIVIO BASCHIERI SPA ,P007,OTRO,PROCESO AMARRADO,10,3250
177,13631,A,"2025-03-17","2025-04-11",N,REL1100002532.509B,300,0,300,1010.00,RELLENO 110C25 32.5 09B CELDA 249,IMPORTADORA LIVIO BASCHIERI SPA ,P008,ENCOLADO,PROCESO DE ENCOLADO 25,6,5400
178,13631,A,"2025-03-17","2025-04-11",N,REL1100002532.509B,300,0,300,1010.00,RELLENO 110C25 32.5 09B CELDA 249,IMPORTADORA LIVIO BASCHIERI SPA ,P011,MULTIPLE,PROCESO MULTIPLE ,10,3250
179,13631,A,"2025-03-17","2025-04-11",N,REL1100002532.509B,300,0,300,1010.00,RELLENO 110C25 32.5 09B CELDA 249,IMPORTADORA LIVIO BASCHIERI SPA ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
180,13631,A,"2025-03-17","2025-04-11",N,REL1100002532.509B,300,0,300,1010.00,RELLENO 110C25 32.5 09B CELDA 249,IMPORTADORA LIVIO BASCHIERI SPA ,P024,OTRO,PROCESO DE PRENSADO,60,1520
181,13632,A,"2025-03-17","2025-04-11",N,REL1100002528.509B,2000,0,2000,755.00,RELLENO 110C25 28.5 09B CELDA 249,MAFOR S.A. ,P007,OTRO,PROCESO AMARRADO,10,3250
182,13632,A,"2025-03-17","2025-04-11",N,REL1100002528.509B,2000,0,2000,755.00,RELLENO 110C25 28.5 09B CELDA 249,MAFOR S.A. ,P008,ENCOLADO,PROCESO DE ENCOLADO 25,6,5400
183,13632,A,"2025-03-17","2025-04-11",N,REL1100002528.509B,2000,0,2000,755.00,RELLENO 110C25 28.5 09B CELDA 249,MAFOR S.A. ,P011,MULTIPLE,PROCESO MULTIPLE ,10,3250
184,13632,A,"2025-03-17","2025-04-11",N,REL1100002528.509B,2000,0,2000,755.00,RELLENO 110C25 28.5 09B CELDA 249,MAFOR S.A. ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
185,13634,A,"2025-03-17","2025-04-04",N,CAJ118009800180C20,400,0,400,2931.00,TAPA 1180*980*180 C20 FO BIN 1150*950,PLASTICOS EROFLEX S.A ,P001,PLIZADO,PROCESO DE PLIZADO NORMAL ,30,1100
186,13634,A,"2025-03-17","2025-04-04",N,CAJ118009800180C20,400,0,400,2931.00,TAPA 1180*980*180 C20 FO BIN 1150*950,PLASTICOS EROFLEX S.A ,P003,CALADO,PROCESO CALADO NORMAL,30,1080
187,13634,A,"2025-03-17","2025-04-04",N,CAJ118009800180C20,400,0,400,2931.00,TAPA 1180*980*180 C20 FO BIN 1150*950,PLASTICOS EROFLEX S.A ,P004,CALADO,PROCESO CALADO BIPARTIDAS,46,710
188,13634,A,"2025-03-17","2025-04-04",N,CAJ118009800180C20,400,0,400,2931.00,TAPA 1180*980*180 C20 FO BIN 1150*950,PLASTICOS EROFLEX S.A ,P018,TROZADO,PROCESO DE TROZADO,45,750
189,13634,A,"2025-03-17","2025-04-04",N,CAJ118009800180C20,400,0,400,2931.00,TAPA 1180*980*180 C20 FO BIN 1150*950,PLASTICOS EROFLEX S.A ,P021,OTRO,PROCESO EMBALADO CAJAS,20,1620
190,13634,A,"2025-03-17","2025-04-04",N,EMP115009500821D92,200,0,200,17884.00,BIN 1150*950*820 C20/D92 B2 C20 EXT.,PLASTICOS EROFLEX S.A ,P016,EMPLACADO,PROCESO DE EMPLACADO E2,87,380
191,13634,A,"2025-03-17","2025-04-04",N,EMP115009500821D92,200,0,200,17884.00,BIN 1150*950*820 C20/D92 B2 C20 EXT.,PLASTICOS EROFLEX S.A ,P020,OTRO,PROCESO EMBALADO BIN,30,1080
192,13634,A,"2025-03-17","2025-04-04",N,EMP115009500821D92,200,0,200,17884.00,BIN 1150*950*820 C20/D92 B2 C20 EXT.,PLASTICOS EROFLEX S.A ,P025,OTRO,PROCESO DE DOBLADO,90,360
193,13634,A,"2025-03-17","2025-04-04",N,EMP115009500821D92,200,0,200,17884.00,BIN 1150*950*820 C20/D92 B2 C20 EXT.,PLASTICOS EROFLEX S.A ,P027,PEGADO,PROCESO DE PEGADO BIN,45,720
194,13634,A,"2025-03-17","2025-04-04",N,EMP115009500821D92,200,0,200,17884.00,BIN 1150*950*820 C20/D92 B2 C20 EXT.,PLASTICOS EROFLEX S.A ,P064,OTRO,PROCESO DE DIMENSIONADO GRANDE,40,850
195,13635,A,"2025-03-18","2025-04-04",N,TRO112009300004C20,200,0,200,2532.00,CAJA 500*390*100 C20 TRO COFRE.,DHL SUPPLY CHAIN (CHILE) S.A. ,P018,TROZADO,PROCESO DE TROZADO,45,750
196,13635,A,"2025-03-18","2025-04-04",N,TRO112009300004C20,200,0,200,2532.00,CAJA 500*390*100 C20 TRO COFRE.,DHL SUPPLY CHAIN (CHILE) S.A. ,P028,IMPRESION,PROCESO DE IMPRESION 2,120,300
197,13635,A,"2025-03-18","2025-04-04",N,TRO112009300004C20,200,0,200,2532.00,CAJA 500*390*100 C20 TRO COFRE.,DHL SUPPLY CHAIN (CHILE) S.A. ,P033,TROQUELADO,PROCESO EMBALADO TROQUELADO,3,10800
198,13635,A,"2025-03-18","2025-04-04",N,TRO112009300004C20,200,0,200,2532.00,CAJA 500*390*100 C20 TRO COFRE.,DHL SUPPLY CHAIN (CHILE) S.A. ,P045,OTRO,PROCESO DE ENGOMADO LATEX,45,750
199,13635,A,"2025-03-18","2025-04-04",N,TRO112009300004C20,200,0,200,2532.00,CAJA 500*390*100 C20 TRO COFRE.,DHL SUPPLY CHAIN (CHILE) S.A. ,P049,TROQUELADO,PROCESO TROQUELADO MEDIO,8,4050
200,13635,A,"2025-03-18","2025-04-04",N,TRO112009300004C20,200,0,200,2532.00,CAJA 500*390*100 C20 TRO COFRE.,DHL SUPPLY CHAIN (CHILE) S.A. ,P089,OTRO,PORCESO DESGAJADO MEDIANO,30,1100
201,13636,A,"2025-03-18","2025-04-04",N,EMP032001600030D92,200,0,200,868.00,PROTECTOR 300*150*30 D92 E4 TRO 2 MODELO,DHL SUPPLY CHAIN (CHILE) S.A. ,P018,TROZADO,PROCESO DE TROZADO,45,750
202,13636,A,"2025-03-18","2025-04-04",N,EMP032001600030D92,200,0,200,868.00,PROTECTOR 300*150*30 D92 E4 TRO 2 MODELO,DHL SUPPLY CHAIN (CHILE) S.A. ,P033,TROQUELADO,PROCESO EMBALADO TROQUELADO,3,10800
203,13636,A,"2025-03-18","2025-04-04",N,EMP032001600030D92,200,0,200,868.00,PROTECTOR 300*150*30 D92 E4 TRO 2 MODELO,DHL SUPPLY CHAIN (CHILE) S.A. ,P043,OTRO,PROCESO PRENSADO MANUAL,5,6500
204,13636,A,"2025-03-18","2025-04-04",N,EMP032001600030D92,200,0,200,868.00,PROTECTOR 300*150*30 D92 E4 TRO 2 MODELO,DHL SUPPLY CHAIN (CHILE) S.A. ,P049,TROQUELADO,PROCESO TROQUELADO MEDIO,8,4050
205,13636,A,"2025-03-18","2025-04-04",N,EMP032001600030D92,200,0,200,868.00,PROTECTOR 300*150*30 D92 E4 TRO 2 MODELO,DHL SUPPLY CHAIN (CHILE) S.A. ,P089,OTRO,PORCESO DESGAJADO MEDIANO,30,1100
206,13636,A,"2025-03-18","2025-04-04",N,EMP032001600030D92,200,0,200,868.00,PROTECTOR 300*150*30 D92 E4 TRO 2 MODELO,DHL SUPPLY CHAIN (CHILE) S.A. ,P094,EMPLACADO,PROCESO DE EMPLACADO E4,180,180
207,13637,A,"2025-03-18","2025-04-04",N,EMP104008500910D94,3,0,3,19539.00,BIN 740*550*300*910 D94 O2 RECTOCTO EXT.,AYELEN SEED SPA ,P016,EMPLACADO,PROCESO DE EMPLACADO E2,87,380
208,13637,A,"2025-03-18","2025-04-04",N,EMP104008500910D94,3,0,3,19539.00,BIN 740*550*300*910 D94 O2 RECTOCTO EXT.,AYELEN SEED SPA ,P018,TROZADO,PROCESO DE TROZADO,45,750
209,13637,A,"2025-03-18","2025-04-04",N,EMP104008500910D94,3,0,3,19539.00,BIN 740*550*300*910 D94 O2 RECTOCTO EXT.,AYELEN SEED SPA ,P019,OTRO,PROCESO DE DIMENSIONADO CHICO,10,3250
210,13637,A,"2025-03-18","2025-04-04",N,EMP104008500910D94,3,0,3,19539.00,BIN 740*550*300*910 D94 O2 RECTOCTO EXT.,AYELEN SEED SPA ,P020,OTRO,PROCESO EMBALADO BIN,30,1080
211,13637,A,"2025-03-18","2025-04-04",N,EMP104008500910D94,3,0,3,19539.00,BIN 740*550*300*910 D94 O2 RECTOCTO EXT.,AYELEN SEED SPA ,P024,OTRO,PROCESO DE PRENSADO,60,1520
212,13637,A,"2025-03-18","2025-04-04",N,EMP104008500910D94,3,0,3,19539.00,BIN 740*550*300*910 D94 O2 RECTOCTO EXT.,AYELEN SEED SPA ,P025,OTRO,PROCESO DE DOBLADO,90,360
213,13637,A,"2025-03-18","2025-04-04",N,EMP104008500910D94,3,0,3,19539.00,BIN 740*550*300*910 D94 O2 RECTOCTO EXT.,AYELEN SEED SPA ,P027,PEGADO,PROCESO DE PEGADO BIN,45,720
214,13637,A,"2025-03-18","2025-04-04",N,EMP104008500910D94,3,0,3,19539.00,BIN 740*550*300*910 D94 O2 RECTOCTO EXT.,AYELEN SEED SPA ,P028,IMPRESION,PROCESO DE IMPRESION 2,120,300
215,13637,A,"2025-03-18","2025-04-04",N,EMP104008500910D94,3,0,3,19539.00,BIN 740*550*300*910 D94 O2 RECTOCTO EXT.,AYELEN SEED SPA ,P074,OTRO,PROCESO DE ENCINTADO,144,230
216,13637,A,"2025-03-18","2025-04-04",N,TRO145011200151C30,6,0,6,3843.00,FONDO 720*515*290*150 C30 TRO RECTOCTO,AYELEN SEED SPA ,P023,TROQUELADO,PROCESO TROQUELADO GRANDE,39,830
217,13637,A,"2025-03-18","2025-04-04",N,TRO145011200151C30,6,0,6,3843.00,FONDO 720*515*290*150 C30 TRO RECTOCTO,AYELEN SEED SPA ,P033,TROQUELADO,PROCESO EMBALADO TROQUELADO,3,10800
218,13637,A,"2025-03-18","2025-04-04",N,TRO145011200151C30,6,0,6,3843.00,FONDO 720*515*290*150 C30 TRO RECTOCTO,AYELEN SEED SPA ,P054,OTRO,PROCESO DE AJUSTE 500,1,1
219,13637,A,"2025-03-18","2025-04-04",N,TER023002300100TUB,6,0,6,2620.00,BOLSA 230*230*100 POLIETILENO,AYELEN SEED SPA ,P083,OTRO,PROCESO EMBALADO PRODUCTO TERMINADO,10,3300
220,13638,A,"2025-03-18","2025-04-04",N,REL1100002132.509B,400,0,400,874.00,RELLENO 110C21 32.5 09B CELDA 291,IND. LAHSEN LTDA. ,P009,ENCOLADO,PROCESO DE ENCOLADO 21,6,5400
221,13638,A,"2025-03-18","2025-04-04",N,REL1100002132.509B,400,0,400,874.00,RELLENO 110C21 32.5 09B CELDA 291,IND. LAHSEN LTDA. ,P011,MULTIPLE,PROCESO MULTIPLE ,10,3250
222,13638,A,"2025-03-18","2025-04-04",N,REL1100002132.509B,400,0,400,874.00,RELLENO 110C21 32.5 09B CELDA 291,IND. LAHSEN LTDA. ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
223,13638,A,"2025-03-18","2025-04-04",N,REL1100002138.509B,700,0,700,1035.00,RELLENO 110C21 38.5 09B CELDA 291,IND. LAHSEN LTDA. ,P007,OTRO,PROCESO AMARRADO,10,3250
224,13639,A,"2025-03-18","2025-04-04",N,CAJ023002300235D92,500,0,500,1397.00,CAJA 230*230*235 D92 NO,MASTER DG ,P001,PLIZADO,PROCESO DE PLIZADO NORMAL ,30,1100
225,13639,A,"2025-03-18","2025-04-04",N,CAJ023002300235D92,500,0,500,1397.00,CAJA 230*230*235 D92 NO,MASTER DG ,P006,PEGADO,PROCESO PEGADO NORMAL,60,540
226,13639,A,"2025-03-18","2025-04-04",N,CAJ023002300235D92,500,0,500,1397.00,CAJA 230*230*235 D92 NO,MASTER DG ,P018,TROZADO,PROCESO DE TROZADO,45,750
227,13639,A,"2025-03-18","2025-04-04",N,CAJ023002300235D92,500,0,500,1397.00,CAJA 230*230*235 D92 NO,MASTER DG ,P021,OTRO,PROCESO EMBALADO CAJAS,20,1620
228,13639,A,"2025-03-18","2025-04-04",N,CAJ023002300235D92,500,0,500,1397.00,CAJA 230*230*235 D92 NO,MASTER DG ,P051,OTRO,PROCESO DE AJUSTE 100,1,1
229,13640,A,"2025-03-19","2025-04-04",N,CAJ032003200455D92,300,0,300,2542.00,CAJA 320*320*455 D92 NO,INDUSTRIA DE PLASTICOS ANDES DRIP LTDA. ,P001,PLIZADO,PROCESO DE PLIZADO NORMAL ,30,1100
230,13640,A,"2025-03-19","2025-04-04",N,CAJ032003200455D92,300,0,300,2542.00,CAJA 320*320*455 D92 NO,INDUSTRIA DE PLASTICOS ANDES DRIP LTDA. ,P003,CALADO,PROCESO CALADO NORMAL,30,1080
231,13640,A,"2025-03-19","2025-04-04",N,CAJ032003200455D92,300,0,300,2542.00,CAJA 320*320*455 D92 NO,INDUSTRIA DE PLASTICOS ANDES DRIP LTDA. ,P018,TROZADO,PROCESO DE TROZADO,45,750
232,13640,A,"2025-03-19","2025-04-04",N,CAJ032003200455D92,300,0,300,2542.00,CAJA 320*320*455 D92 NO,INDUSTRIA DE PLASTICOS ANDES DRIP LTDA. ,P021,OTRO,PROCESO EMBALADO CAJAS,20,1620
233,13640,A,"2025-03-19","2025-04-04",N,CAJ032003200455D92,300,0,300,2542.00,CAJA 320*320*455 D92 NO,INDUSTRIA DE PLASTICOS ANDES DRIP LTDA. ,P028,IMPRESION,PROCESO DE IMPRESION 2,120,300
234,13640,A,"2025-03-19","2025-04-04",N,SEP120504550004C30,300,0,300,985.00,PERIMETRAL 300*300*440 C30 SEP PLI.,INDUSTRIA DE PLASTICOS ANDES DRIP LTDA. ,P033,TROQUELADO,PROCESO EMBALADO TROQUELADO,3,10800
235,13640,A,"2025-03-19","2025-04-04",N,SEP120504550004C30,300,0,300,985.00,PERIMETRAL 300*300*440 C30 SEP PLI.,INDUSTRIA DE PLASTICOS ANDES DRIP LTDA. ,P068,OTRO,PROCESO DE DIMENSIONADO ,20,1600
236,13641,A,"2025-03-19","2025-04-01",N,REL0950002139.709B,5000,0,5000,760.00,RELLENO 95C21 39.7 09B CELDA 287,FABRICA DE PUERTAS Y MOLDURAS MOLDECOR LTDA. ,P009,ENCOLADO,PROCESO DE ENCOLADO 21,6,5400
237,13641,A,"2025-03-19","2025-04-01",N,REL0950002139.709B,5000,0,5000,760.00,RELLENO 95C21 39.7 09B CELDA 287,FABRICA DE PUERTAS Y MOLDURAS MOLDECOR LTDA. ,P011,MULTIPLE,PROCESO MULTIPLE ,10,3250
238,13641,A,"2025-03-19","2025-04-01",N,REL0950002139.709B,5000,0,5000,760.00,RELLENO 95C21 39.7 09B CELDA 287,FABRICA DE PUERTAS Y MOLDURAS MOLDECOR LTDA. ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
239,13642,A,"2025-03-19","2025-04-08",N,REL0950002139.709B,5000,0,5000,760.00,RELLENO 95C21 39.7 09B CELDA 287,FABRICA DE PUERTAS Y MOLDURAS MOLDECOR LTDA. ,P009,ENCOLADO,PROCESO DE ENCOLADO 21,6,5400
240,13642,A,"2025-03-19","2025-04-08",N,REL0950002139.709B,5000,0,5000,760.00,RELLENO 95C21 39.7 09B CELDA 287,FABRICA DE PUERTAS Y MOLDURAS MOLDECOR LTDA. ,P011,MULTIPLE,PROCESO MULTIPLE ,10,3250
241,13642,A,"2025-03-19","2025-04-08",N,REL0950002139.709B,5000,0,5000,760.00,RELLENO 95C21 39.7 09B CELDA 287,FABRICA DE PUERTAS Y MOLDURAS MOLDECOR LTDA. ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
242,13643,A,"2025-03-19","2025-04-15",N,REL0950002139.709B,5000,0,5000,760.00,RELLENO 95C21 39.7 09B CELDA 287,FABRICA DE PUERTAS Y MOLDURAS MOLDECOR LTDA. ,P009,ENCOLADO,PROCESO DE ENCOLADO 21,6,5400
243,13643,A,"2025-03-19","2025-04-15",N,REL0950002139.709B,5000,0,5000,760.00,RELLENO 95C21 39.7 09B CELDA 287,FABRICA DE PUERTAS Y MOLDURAS MOLDECOR LTDA. ,P011,MULTIPLE,PROCESO MULTIPLE ,10,3250
244,13643,A,"2025-03-19","2025-04-15",N,REL0950002139.709B,5000,0,5000,760.00,RELLENO 95C21 39.7 09B CELDA 287,FABRICA DE PUERTAS Y MOLDURAS MOLDECOR LTDA. ,P022,OTRO,PROCESO EMBALADO RELLENO,6,5400
